165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960
165	270	720	960


