275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
275	1125	3000	4000
